ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,churn_event,region_Zone1,region_Zone2,region_Zone3,marital_Married,ed_level,retire_Yes,gender_Male,voice_Yes,internet_Yes,forward_Yes,custcat_Basic service,custcat_E-service,custcat_Plus service,custcat_Total service,CLV,income_quartile,age_group,high_value,high_income,surv_prob_1year,churn_risk_1year
435,Zone 2,11,20,Unmarried,1,20,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,1,0,0,2.0,0,0,1,1,1,False,False,False,True,900.0310749069163,Q1 (Low),<30,0,0,0.5752297474081125,0.4247702525918875
436,Zone 3,45,30,Married,0,63,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,0,1,1,4.0,0,1,1,1,1,False,False,False,True,1124.5173559690584,Q3,<30,0,1,0.6977677564552313,0.30223224354476874
437,Zone 1,52,62,Unmarried,23,36,College degree,No,Male,No,No,No,Basic service,No,0,1,0,0,0,3.0,0,1,0,0,0,True,False,False,False,2010.400987210764,Q2,50+,0,0,0.9651268655482651,0.0348731344517349
438,Zone 1,42,56,Unmarried,24,72,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,1,0,0,0,3.0,0,0,1,1,1,False,False,False,True,1969.308461142557,Q3,50+,0,1,0.9580197264297018,0.04198027357029821
439,Zone 2,48,35,Unmarried,11,50,Did not complete high school,No,Male,Yes,No,No,Plus service,No,0,0,1,0,0,1.0,0,1,1,0,0,False,False,True,False,1854.8532802324935,Q3,30-40,0,1,0.936260551966798,0.06373944803320197
440,Zone 3,4,31,Unmarried,5,39,High school degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,0,1,0,2.0,0,1,1,1,1,False,False,False,True,1229.4096706973266,Q2,30-40,0,0,0.7458090937563009,0.2541909062436991
441,Zone 3,53,64,Married,10,54,High school degree,No,Female,Yes,Yes,Yes,Total service,No,0,0,0,1,1,2.0,0,0,1,1,1,False,False,False,True,2092.7640654832985,Q3,50+,0,1,0.9783588778267699,0.02164112217323011
442,Zone 3,1,59,Unmarried,4,9,Did not complete high school,Yes,Male,No,No,Yes,Plus service,No,0,0,0,1,0,1.0,1,1,0,0,1,False,False,True,False,2082.732759622652,Q1 (Low),50+,0,0,0.9768161537133206,0.023183846286679355
443,Zone 3,19,30,Married,10,33,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0,0,1,1,3.0,0,1,1,1,1,False,False,False,True,1485.207784247792,Q2,<30,0,0,0.8412276189726825,0.1587723810273175
444,Zone 2,33,30,Unmarried,11,28,Did not complete high school,No,Male,No,No,Yes,Basic service,No,0,0,1,0,0,1.0,0,1,0,0,1,True,False,False,False,1397.0493858527318,Q1 (Low),<30,0,0,0.811549742450135,0.188450257549865
445,Zone 3,42,36,Married,14,44,High school degree,No,Male,No,No,Yes,Plus service,No,0,0,0,1,1,2.0,0,1,0,0,1,False,False,True,False,2093.553510653076,Q2,30-40,0,0,0.978479505281221,0.021520494718779037
446,Zone 1,60,32,Unmarried,12,34,College degree,No,Female,No,No,No,E-service,No,0,1,0,0,0,3.0,0,0,0,0,0,False,True,False,False,1928.7356221434895,Q2,30-40,0,0,0.9506485409493973,0.049351459050602675
447,Zone 2,57,51,Married,7,68,College degree,No,Female,No,No,Yes,Plus service,No,0,0,1,0,1,3.0,0,0,0,0,1,False,False,True,False,2109.106326915665,Q3,50+,1,1,0.9808329715032308,0.01916702849676921
448,Zone 1,64,39,Unmarried,5,37,Did not complete high school,No,Male,No,No,No,Basic service,No,0,1,0,0,0,1.0,0,1,0,0,0,True,False,False,False,1486.9903001907644,Q2,30-40,0,0,0.8417958386065099,0.15820416139349014
450,Zone 1,29,35,Married,10,55,High school degree,No,Male,No,No,Yes,Plus service,Yes,1,1,0,0,1,2.0,0,1,0,0,1,False,False,True,False,2020.9703782077493,Q3,30-40,0,1,0.9668988190086578,0.03310118099134218
451,Zone 1,46,31,Married,12,21,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,1,0,0,1,1.0,0,1,0,0,1,False,False,True,False,2052.6017599308448,Q1 (Low),30-40,0,0,0.9720695247397512,0.027930475260248833
453,Zone 2,10,56,Unmarried,26,9,High school degree,Yes,Male,No,No,No,Basic service,No,0,0,1,0,0,2.0,1,1,0,0,0,True,False,False,False,1979.4935677539463,Q1 (Low),50+,0,0,0.9598141879748034,0.040185812025196554
454,Zone 3,50,41,Unmarried,16,138,High school degree,No,Female,No,No,No,E-service,Yes,1,0,0,1,0,2.0,0,0,0,0,0,False,True,False,False,2127.219023098251,Q4 (High),40-50,1,1,0.9835194073279918,0.016480592672008187
455,Zone 1,55,65,Unmarried,34,28,College degree,Yes,Female,Yes,No,Yes,Total service,No,0,1,0,0,0,3.0,1,0,1,0,1,False,False,False,True,2185.5947354831696,Q1 (Low),50+,1,0,0.9917945780115556,0.008205421988444428
456,Zone 2,15,54,Unmarried,7,62,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0,1,0,0,1.0,0,1,0,0,0,True,False,False,False,1827.4669138367751,Q3,50+,0,1,0.9305911778368597,0.06940882216314026
458,Zone 3,5,44,Unmarried,5,83,Did not complete high school,No,Female,No,No,No,E-service,Yes,1,0,0,1,0,1.0,0,0,0,0,0,False,True,False,False,2102.8305110124716,Q3,40-50,0,1,0.9798885571571928,0.020111442842807192
459,Zone 2,69,63,Unmarried,28,168,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,1,0,0,1.0,0,0,0,0,1,False,False,True,False,2220.633392241492,Q4 (High),50+,1,1,0.9964938592328019,0.0035061407671981293
460,Zone 2,26,27,Married,4,33,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,1,0,1,3.0,0,1,1,1,1,False,False,False,True,1219.1731832009295,Q2,<30,0,0,0.7413658668967462,0.2586341331032538
462,Zone 1,26,30,Unmarried,9,18,College degree,No,Male,Yes,No,Yes,Total service,Yes,1,1,0,0,0,3.0,0,1,1,0,1,False,False,False,True,1532.7281058735357,Q1 (Low),<30,0,0,0.8559649209420306,0.14403507905796942
463,Zone 3,25,30,Unmarried,0,20,Did not complete high school,No,Female,No,No,No,Plus service,No,0,0,0,1,0,1.0,0,0,0,0,0,False,False,True,False,1838.1121568817243,Q1 (Low),<30,0,0,0.9328173273477874,0.06718267265221256
465,Zone 1,21,39,Married,7,25,High school degree,No,Male,No,No,Yes,Plus service,No,0,1,0,0,1,2.0,0,1,0,0,1,False,False,True,False,2027.0614182442598,Q1 (Low),30-40,0,0,0.9679098130481104,0.03209018695188959
466,Zone 1,71,46,Unmarried,27,119,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,0,1,0,0,0,4.0,0,0,1,1,1,False,False,False,True,1804.2738465535679,Q4 (High),40-50,0,1,0.9256401114339431,0.07435988856605691
467,Zone 3,11,48,Married,5,323,College degree,No,Male,No,Yes,Yes,Plus service,Yes,1,0,0,1,1,3.0,0,1,0,1,1,False,False,True,False,1861.0035899710338,Q4 (High),40-50,0,1,0.9375080429354401,0.0624919570645599
468,Zone 1,24,30,Married,7,45,Did not complete high school,No,Female,No,No,Yes,Basic service,No,0,1,0,0,1,1.0,0,0,0,0,1,True,False,False,False,1604.1973698601041,Q2,<30,0,0,0.8765905748949486,0.12340942510505137
469,Zone 1,65,59,Married,27,197,College degree,No,Male,No,No,No,E-service,No,0,1,0,0,1,3.0,0,1,0,0,0,False,True,False,False,2221.64161000413,Q4 (High),50+,1,1,0.9966262243307953,0.003373775669204715
471,Zone 3,37,51,Married,26,24,College degree,No,Male,No,No,No,E-service,No,0,0,0,1,1,3.0,0,1,0,0,0,False,True,False,False,2212.2667817467686,Q1 (Low),50+,1,0,0.9953893490007167,0.004610650999283261
473,Zone 1,3,55,Married,9,26,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service,Yes,1,1,0,0,1,4.0,0,0,1,1,0,False,True,False,False,1884.666466868247,Q1 (Low),50+,0,0,0.9422218262854796,0.05777817371452043
474,Zone 1,5,32,Unmarried,6,33,College degree,No,Male,No,Yes,No,Basic service,Yes,1,1,0,0,0,3.0,0,1,0,1,0,True,False,False,False,731.4127920964556,Q2,30-40,0,0,0.46549916543771097,0.534500834562289
475,Zone 1,60,44,Married,4,150,High school degree,No,Male,Yes,No,Yes,Total service,No,0,1,0,0,1,2.0,0,1,1,0,1,False,False,False,True,1969.0068259083862,Q4 (High),40-50,0,1,0.9579662464029771,0.04203375359702288
476,Zone 2,19,37,Married,4,99,High school degree,No,Female,No,Yes,No,E-service,Yes,1,0,1,0,1,2.0,0,0,0,1,0,False,True,False,False,1870.7719703949197,Q4 (High),30-40,0,1,0.9394703674193285,0.060529632580671455
477,Zone 3,54,40,Unmarried,19,50,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0,0,1,0,3.0,0,0,1,1,1,False,False,False,True,1692.6528921793374,Q3,30-40,0,1,0.8997555508921272,0.10024444910787278
479,Zone 2,1,36,Unmarried,6,21,Did not complete high school,No,Male,No,No,No,E-service,Yes,1,0,1,0,0,1.0,0,1,0,0,0,False,True,False,False,1999.6475387576877,Q1 (Low),30-40,0,0,0.963300814216661,0.03669918578333897
482,Zone 3,14,28,Married,7,17,High school degree,No,Male,No,No,No,Basic service,Yes,1,0,0,1,1,2.0,0,1,0,0,0,True,False,False,False,1519.1293853923514,Q1 (Low),<30,0,0,0.8518337782534888,0.14816622174651117
484,Zone 1,7,23,Unmarried,3,27,High school degree,No,Female,No,No,Yes,Basic service,No,0,1,0,0,0,2.0,0,0,0,0,1,True,False,False,False,970.9428173576335,Q1 (Low),<30,0,0,0.6169159860337498,0.38308401396625025
485,Zone 2,33,45,Unmarried,24,35,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,1,0,1,0,0,1.0,0,1,0,0,1,False,False,True,False,2153.5791637432417,Q2,40-50,1,0,0.9873271606964011,0.01267283930359886
486,Zone 1,3,23,Unmarried,2,20,High school degree,No,Male,Yes,Yes,No,Basic service,No,0,1,0,0,0,2.0,0,1,1,1,0,True,False,False,False,433.21605182589684,Q1 (Low),<30,0,0,0.24691358052543333,0.7530864194745667
487,Zone 2,56,58,Married,3,92,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0,1,0,1,1.0,0,1,0,0,0,True,False,False,False,1986.9055627171124,Q4 (High),50+,0,1,0.9611063007696015,0.03889369923039854
488,Zone 2,54,56,Unmarried,8,207,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,1,0,0,2.0,0,0,0,0,1,False,False,True,False,2104.488271092232,Q4 (High),50+,0,1,0.9801387115278806,0.01986128847211943
489,Zone 1,72,55,Married,28,40,Did not complete high school,No,Male,No,No,No,E-service,No,0,1,0,0,1,1.0,0,1,0,0,0,False,True,False,False,2229.736600213405,Q2,50+,1,0,0.9976833063434182,0.0023166936565818252
490,Zone 1,18,29,Unmarried,4,40,High school degree,No,Male,No,Yes,Yes,Plus service,No,0,1,0,0,0,2.0,0,1,0,1,1,False,False,True,False,1252.4688100143333,Q2,<30,0,0,0.7556297805220639,0.24437021947793613
491,Zone 3,25,29,Unmarried,9,55,College degree,No,Male,No,No,No,Basic service,Yes,1,0,0,1,0,3.0,0,1,0,0,0,True,False,False,False,1203.1530442269147,Q3,<30,0,1,0.7343077247747166,0.2656922752252834
492,Zone 1,42,62,Unmarried,26,26,Did not complete high school,Yes,Female,No,No,No,Basic service,No,0,1,0,0,0,1.0,1,0,0,0,0,True,False,False,False,2097.3213505843637,Q1 (Low),50+,0,0,0.9790536700695235,0.020946329930476515
493,Zone 3,4,37,Unmarried,2,41,High school degree,No,Male,No,Yes,No,Basic service,No,0,0,0,1,0,2.0,0,1,0,1,0,True,False,False,False,910.2270654892077,Q2,30-40,0,0,0.5813924817465661,0.4186075182534339
494,Zone 2,12,50,Married,16,203,College degree,No,Male,No,No,No,Basic service,Yes,1,0,1,0,1,3.0,0,1,0,0,0,True,False,False,False,1939.986154345994,Q4 (High),40-50,0,1,0.9527288174990992,0.04727118250090079
495,Zone 2,53,64,Married,17,380,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,1,0,1,2.0,0,0,0,0,1,False,False,True,False,2215.1228157047854,Q4 (High),50+,1,1,0.9957676109451533,0.004232389054846686
496,Zone 2,13,38,Married,8,104,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,1,0,1,3.0,0,1,1,1,1,False,False,False,True,1558.7801125079716,Q4 (High),30-40,0,1,0.8636915283963146,0.13630847160368542
499,Zone 2,6,24,Unmarried,2,17,Did not complete high school,No,Male,No,No,No,Plus service,No,0,0,1,0,0,1.0,0,1,0,0,0,False,False,True,False,1685.9489701561704,Q1 (Low),<30,0,0,0.898086011990238,0.10191398800976204
500,Zone 1,25,46,Unmarried,13,45,Did not complete high school,No,Female,Yes,No,Yes,Plus service,No,0,1,0,0,0,1.0,0,0,1,0,1,False,False,True,False,2010.4322455783242,Q2,40-50,0,0,0.9651321392330047,0.03486786076699533
501,Zone 2,15,39,Unmarried,19,32,High school degree,No,Male,Yes,No,No,E-service,Yes,1,0,1,0,0,2.0,0,1,1,0,0,False,True,False,False,2011.1807690853063,Q2,30-40,0,0,0.9652583655474599,0.03474163445254008
502,Zone 3,32,35,Unmarried,12,57,College degree,No,Male,No,No,No,E-service,No,0,0,0,1,0,3.0,0,1,0,0,0,False,True,False,False,1972.562686550605,Q3,30-40,0,1,0.9585954671687079,0.041404532831292085
503,Zone 2,22,39,Unmarried,0,63,College degree,No,Male,No,Yes,No,E-service,Yes,1,0,1,0,0,3.0,0,1,0,1,0,False,True,False,False,1447.2283736273905,Q3,30-40,0,1,0.8288261490735708,0.17117385092642923
504,Zone 2,8,22,Unmarried,3,25,College degree,No,Male,Yes,No,Yes,Plus service,No,0,0,1,0,0,3.0,0,1,1,0,1,False,False,True,False,1150.98476542382,Q1 (Low),<30,0,0,0.7104232164837713,0.28957678351622873
505,Zone 1,3,31,Married,4,22,Did not complete high school,No,Male,No,Yes,No,Basic service,Yes,1,1,0,0,1,1.0,0,1,0,1,0,True,False,False,False,1137.4189605539439,Q1 (Low),30-40,0,0,0.7039825150536384,0.2960174849463616
506,Zone 2,32,54,Unmarried,6,155,High school degree,No,Male,No,No,No,Basic service,No,0,0,1,0,0,2.0,0,1,0,0,0,True,False,False,False,1722.7215380742052,Q4 (High),50+,0,1,0.9070782701660461,0.09292172983395386
507,Zone 1,49,54,Unmarried,24,30,High school degree,No,Male,No,No,Yes,E-service,No,0,1,0,0,0,2.0,0,1,0,0,1,False,True,False,False,2183.1316418428028,Q2,50+,1,0,0.9914568607774572,0.008543139222542795
509,Zone 1,39,47,Unmarried,1,68,College degree,No,Female,No,Yes,No,E-service,Yes,1,1,0,0,0,3.0,0,0,0,1,0,False,True,False,False,1671.3157836181554,Q3,40-50,0,1,0.8943940427520661,0.10560595724793387
510,Zone 1,42,33,Unmarried,2,67,High school degree,No,Male,No,No,No,E-service,No,0,1,0,0,0,2.0,0,1,0,0,0,False,True,False,False,1822.5208948831244,Q3,30-40,0,1,0.9295470206051435,0.07045297939485651
512,Zone 2,41,46,Married,14,47,High school degree,No,Male,Yes,No,Yes,Total service,No,0,0,1,0,1,2.0,0,1,1,0,1,False,False,False,True,2094.880892556615,Q2,40-50,0,0,0.9786820737154763,0.02131792628452367
513,Zone 3,67,50,Married,31,83,High school degree,No,Male,No,No,No,E-service,No,0,0,0,1,1,2.0,0,1,0,0,0,False,True,False,False,2226.14204110003,Q3,40-50,1,1,0.9972151555442332,0.002784844455766766
514,Zone 1,38,40,Unmarried,15,34,High school degree,No,Female,No,Yes,No,E-service,No,0,1,0,0,0,2.0,0,0,0,1,0,False,True,False,False,1896.6244675249002,Q2,30-40,0,0,0.9445530001240062,0.055446999875993774
515,Zone 2,18,38,Unmarried,8,45,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,1,0,0,2.0,0,0,1,1,1,False,False,False,True,1464.6048957734001,Q2,30-40,0,0,0.8345705437106102,0.16542945628938976
516,Zone 2,6,42,Married,17,29,High school degree,No,Female,Yes,No,Yes,Total service,No,0,0,1,0,1,2.0,0,0,1,0,1,False,False,False,True,2108.2387268803604,Q1 (Low),40-50,0,0,0.9807028312442796,0.019297168755720406
517,Zone 2,4,36,Unmarried,0,21,High school degree,No,Female,No,No,No,Basic service,No,0,0,1,0,0,2.0,0,0,0,0,0,True,False,False,False,1260.7690541870988,Q1 (Low),30-40,0,0,0.7591016388202249,0.24089836117977514
519,Zone 1,20,35,Unmarried,0,78,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,1,0,0,0,3.0,0,1,1,1,1,False,False,False,True,1008.251078101796,Q3,30-40,0,1,0.6377401746123329,0.3622598253876671
521,Zone 1,46,29,Married,4,90,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,0,1,0,0,1,4.0,0,1,1,1,1,False,False,False,True,1128.9272411843147,Q4 (High),<30,0,1,0.6999018619999497,0.30009813800005025
522,Zone 1,48,41,Unmarried,21,43,High school degree,No,Male,No,No,No,E-service,No,0,1,0,0,0,2.0,0,1,0,0,0,False,True,False,False,2123.6396056162307,Q2,40-50,1,0,0.9829930968315641,0.017006903168435894
523,Zone 3,69,61,Married,12,301,High school degree,No,Male,Yes,No,Yes,Plus service,No,0,0,0,1,1,2.0,0,1,1,0,1,False,False,True,False,2160.95007377944,Q4 (High),50+,1,1,0.988370755223355,0.011629244776644954
524,Zone 1,32,34,Married,7,32,High school degree,No,Male,No,No,No,Basic service,No,0,1,0,0,1,2.0,0,1,0,0,0,True,False,False,False,1576.1362771467411,Q2,30-40,0,0,0.8687051294399153,0.1312948705600847
525,Zone 1,29,29,Unmarried,9,41,High school degree,No,Male,No,No,Yes,E-service,No,0,1,0,0,0,2.0,0,1,0,0,1,False,True,False,False,1839.1021301943154,Q2,<30,0,0,0.9330228927487675,0.06697710725123251
526,Zone 3,55,52,Unmarried,22,127,Did not complete high school,No,Female,Yes,No,No,E-service,No,0,0,0,1,0,1.0,0,0,1,0,0,False,True,False,False,2179.469976720971,Q4 (High),50+,1,1,0.9909529840909308,0.0090470159090692
527,Zone 3,72,60,Married,36,271,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,0,1,1,1.0,0,0,0,0,1,False,False,True,False,2238.244407999692,Q4 (High),50+,1,1,0.9987834923860026,0.0012165076139973863
529,Zone 2,50,25,Married,1,36,College degree,No,Female,Yes,No,Yes,Total service,No,0,0,1,0,1,3.0,0,0,1,0,1,False,False,False,True,1576.3290647873234,Q2,<30,0,0,0.8687602276506476,0.13123977234935236
533,Zone 2,51,48,Unmarried,27,58,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,1,0,1,0,0,1.0,0,1,0,0,1,False,False,True,False,2178.3979876007547,Q3,40-50,1,1,0.9908050555933908,0.009194944406609173
534,Zone 1,33,34,Married,2,28,Did not complete high school,No,Female,No,Yes,No,E-service,No,0,1,0,0,1,1.0,0,0,0,1,0,False,True,False,False,1857.284632874623,Q1 (Low),30-40,0,0,0.9367548256495222,0.06324517435047783
535,Zone 1,25,20,Unmarried,0,15,High school degree,No,Male,No,No,Yes,Plus service,No,0,1,0,0,0,2.0,0,1,0,0,1,False,False,True,False,1376.0919144138693,Q1 (Low),<30,0,0,0.8040221274131671,0.19597787258683286
536,Zone 3,31,34,Unmarried,9,105,College degree,No,Female,No,No,No,Plus service,No,0,0,0,1,0,3.0,0,0,0,0,0,False,False,True,False,1890.0242647767195,Q4 (High),30-40,0,1,0.9432704882698836,0.05672951173011642
537,Zone 2,67,40,Married,10,80,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0,1,0,1,3.0,0,0,1,1,1,False,False,False,True,1693.5691994037866,Q3,30-40,0,1,0.8999826893739208,0.10001731062607921
538,Zone 3,55,45,Unmarried,8,36,High school degree,No,Male,Yes,No,Yes,Plus service,No,0,0,0,1,0,2.0,0,1,1,0,1,False,False,True,False,1871.8783779663315,Q2,40-50,0,0,0.9396911662740616,0.06030883372593843
539,Zone 3,19,50,Unmarried,7,112,College degree,No,Female,Yes,No,No,Total service,No,0,0,0,1,0,3.0,0,0,1,0,0,False,False,False,True,1971.4864826133348,Q4 (High),40-50,0,1,0.9584053139193112,0.041594686080688836
540,Zone 1,39,34,Married,11,55,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,1,0,0,1,3.0,0,0,1,1,1,False,False,False,True,1580.7338877318534,Q3,30-40,0,1,0.8700156038409609,0.12998439615903912
541,Zone 2,52,35,Married,8,40,College degree,No,Male,Yes,No,Yes,Plus service,No,0,0,1,0,1,3.0,0,1,1,0,1,False,False,True,False,1789.0018429586958,Q2,30-40,0,0,0.9223028793267198,0.07769712067328016
542,Zone 3,55,37,Married,15,23,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,0,1,1,2.0,0,0,0,0,1,False,False,True,False,2124.0509750275587,Q1 (Low),30-40,1,0,0.983053697809958,0.016946302190042006
543,Zone 2,25,62,Unmarried,27,28,College degree,Yes,Female,Yes,No,Yes,Total service,Yes,1,0,1,0,0,3.0,1,0,1,0,1,False,False,False,True,2147.7330638323974,Q1 (Low),50+,1,0,0.9864929403199579,0.013507059680042066
544,Zone 3,33,58,Unmarried,12,21,High school degree,Yes,Female,No,No,No,Basic service,No,0,0,0,1,0,2.0,1,0,0,0,0,True,False,False,False,1872.4294769827034,Q1 (Low),50+,0,0,0.9398010351904723,0.06019896480952769
545,Zone 2,48,35,Unmarried,5,63,College degree,No,Male,No,No,Yes,Plus service,Yes,1,0,1,0,0,3.0,0,1,0,0,1,False,False,True,False,1708.1669628436816,Q3,30-40,0,1,0.9035672476647246,0.09643275233527537
546,Zone 2,48,31,Married,12,52,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0,1,0,1,3.0,0,1,1,1,1,False,False,False,True,1502.9680174813168,Q3,30-40,0,1,0.8468348744431309,0.15316512555686912
547,Zone 2,49,57,Unmarried,3,189,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0,1,0,0,1.0,0,0,0,0,0,True,False,False,False,1850.7766213681994,Q4 (High),50+,0,1,0.9354285212309599,0.06457147876904012
548,Zone 3,54,32,Married,0,50,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,1,0,0,1,1,1.0,0,1,0,0,1,False,False,True,False,1961.5052907927652,Q3,30-40,0,1,0.9566299474313086,0.04337005256869142
549,Zone 1,45,32,Married,9,23,Did not complete high school,No,Male,No,No,No,Basic service,No,0,1,0,0,1,1.0,0,1,0,0,0,True,False,False,False,1683.361015927539,Q1 (Low),30-40,0,0,0.8974378517956992,0.10256214820430076
550,Zone 3,4,37,Married,1,33,High school degree,No,Female,No,Yes,No,Basic service,Yes,1,0,0,1,1,2.0,0,0,0,1,0,True,False,False,False,1213.3125618127217,Q2,30-40,0,0,0.7387986462581958,0.2612013537418042
553,Zone 2,31,44,Unmarried,23,80,Post-undergraduate degree,No,Male,No,Yes,No,E-service,Yes,1,0,1,0,0,4.0,0,1,0,1,0,False,True,False,False,1903.621776666533,Q3,40-50,0,1,0.945901527850177,0.054098472149822996
554,Zone 2,55,44,Married,2,68,High school degree,No,Male,No,No,Yes,Plus service,No,0,0,1,0,1,2.0,0,1,0,0,1,False,False,True,False,2030.9837684847255,Q3,40-50,0,1,0.9685569466855646,0.03144305331443542
555,Zone 1,9,28,Unmarried,7,30,Did not complete high school,No,Female,No,No,No,Basic service,No,0,1,0,0,0,1.0,0,0,0,0,0,True,False,False,False,1354.064054185799,Q2,<30,0,0,0.7959055360590327,0.2040944639409673
556,Zone 2,55,57,Married,25,34,High school degree,No,Male,No,No,No,Basic service,No,0,0,1,0,1,2.0,0,1,0,0,0,True,False,False,False,2130.8052004537176,Q2,50+,1,0,0.9840444698301112,0.01595553016988882
557,Zone 1,34,30,Unmarried,3,35,High school degree,No,Female,Yes,No,Yes,Plus service,No,0,1,0,0,0,2.0,0,0,1,0,1,False,False,True,False,1486.3825650471151,Q2,<30,0,0,0.8416022457906427,0.1583977542093573
558,Zone 1,10,23,Unmarried,4,36,High school degree,No,Male,No,No,Yes,Plus service,No,0,1,0,0,0,2.0,0,1,0,0,1,False,False,True,False,1536.8077835671902,Q2,<30,0,0,0.8571910675648166,0.14280893243518344
561,Zone 1,65,48,Unmarried,28,94,Did not complete high school,No,Male,No,No,No,E-service,No,0,1,0,0,0,1.0,0,1,0,0,0,False,True,False,False,2200.6485401661657,Q4 (High),40-50,1,1,0.9938373885160066,0.006162611483993441
562,Zone 3,53,33,Unmarried,1,60,Did not complete high school,No,Male,Yes,No,Yes,Total service,No,0,0,0,1,0,1.0,0,1,1,0,1,False,False,False,True,1692.4874362952762,Q3,30-40,0,1,0.8997145098758784,0.10028549012412158
563,Zone 1,23,35,Unmarried,4,118,High school degree,No,Male,Yes,Yes,No,Basic service,Yes,1,1,0,0,0,2.0,0,1,1,1,0,True,False,False,False,647.1885413550376,Q4 (High),30-40,0,1,0.4058390243476455,0.5941609756523545
564,Zone 3,1,30,Unmarried,3,135,College degree,No,Male,No,Yes,No,Basic service,Yes,1,0,0,1,0,3.0,0,1,0,1,0,True,False,False,False,697.787115227341,Q4 (High),<30,0,1,0.4420105110519473,0.5579894889480528
565,Zone 3,66,55,Unmarried,20,80,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,0,0,0,0,1,False,False,True,False,2175.4291981311185,Q3,50+,1,1,0.9903943983784367,0.00960560162156332
567,Zone 3,18,28,Married,3,22,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0,0,1,1,1.0,0,0,0,0,0,True,False,False,False,1592.8683661543855,Q1 (Low),<30,0,0,0.8734393671516267,0.12656063284837327
568,Zone 3,36,32,Married,3,63,College degree,No,Male,No,Yes,No,E-service,No,0,0,0,1,1,3.0,0,1,0,1,0,False,True,False,False,1673.6084522841631,Q3,30-40,0,1,0.8949768443821592,0.10502315561784081
569,Zone 1,13,40,Unmarried,16,142,High school degree,No,Female,No,No,No,Basic service,Yes,1,1,0,0,0,2.0,0,0,0,0,0,True,False,False,False,1702.3464801069292,Q4 (High),30-40,0,1,0.9021456375160806,0.09785436248391943
572,Zone 1,66,39,Married,12,60,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,1,0,0,1,3.0,0,1,1,1,1,False,False,False,True,1648.21490634303,Q3,30-40,0,1,0.8884299863964775,0.11157001360352248
573,Zone 3,67,47,Married,7,97,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,0,1,1,1.0,0,1,0,0,1,False,False,True,False,2144.6069864818082,Q4 (High),40-50,1,1,0.986044478062879,0.013955521937121018
574,Zone 1,11,24,Married,0,31,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,1,0,0,1,2.0,0,0,1,1,1,False,False,False,True,1212.5962891461481,Q2,<30,0,0,0.738483713984468,0.261516286015532
576,Zone 2,13,23,Married,4,31,Did not complete high school,No,Female,Yes,Yes,No,Basic service,No,0,0,1,0,1,1.0,0,0,1,1,0,True,False,False,False,812.6352935152635,Q2,<30,0,0,0.5201366901955239,0.4798633098044761
577,Zone 2,2,29,Married,3,44,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,1,0,1,2.0,0,0,1,1,1,False,False,False,True,1417.4165942752447,Q2,<30,0,0,0.8186873752181127,0.18131262478188725
578,Zone 1,4,40,Unmarried,12,38,High school degree,No,Male,No,No,No,Basic service,No,0,1,0,0,0,2.0,0,1,0,0,0,True,False,False,False,1559.4268868120253,Q2,30-40,0,0,0.8638802612463906,0.1361197387536094
579,Zone 1,34,63,Married,10,23,High school degree,No,Female,Yes,Yes,Yes,Total service,No,0,1,0,0,1,2.0,0,0,1,1,1,False,False,False,True,2059.3984910852773,Q1 (Low),50+,0,0,0.9731552239043803,0.02684477609561975
